2/2/2022 "Public Hearing and Ordinance Adoption - Amend City Code - Rezoning Application Z-48-21-1 (Lumara PUD) - Approximately 270 Feet North of the Northeast Corner of 19th Avenue and Happy Valley Road (Ordinance G-6958)" infrastructure
2/2/2022 "Public Hearing and Resolution Adoption - General Plan Amendment GPA-DV-2-21-1 - Approximately 270 Feet North of the Northeast Corner of 19th Avenue and Happy Valley Road (Resolution 21989)" welfare
2/2/2022 "Margaret T. Hance Park Master Plan Implementation - Design Services Amendment - PA75200553 (Ordinance S-48314)" environment
2/2/2022 "Final Plat - Talinn Phase 3 - PLAT 210048 - Northeast Corner of Deer Valley Drive and 56th Street" infrastructure
2/2/2022 "Maintenance of Environmental Units at Pueblo Grande - Requirements Contract - IFB 18-036 (A) (Ordinance S-48313)" infrastructure
2/2/2022 "Workplace Readiness Skills Training - Professional Services Contract (Ordinance S-48312)" economy
2/2/2022 "Purchase of Two MicroTraxx Loaders (Ordinance S-48311)" economy
2/2/2022 "Transfer of Retirement Funds to Arizona State Retirement System (Ordinance S-48310)" welfare
2/2/2022 "Custodial Services (Housing Locations) Contract - Amendment (Ordinance S-48309)" welfare
2/2/2022 "Roofing Repairs and Replacements Contract - Amendment (Ordinance S-48308)" infrastructure
2/2/2022 "Downtown Redevelopment Area Plan Update Consulting Services - RFP-CED21-RDA (Ordinance S-48307)" infrastructure
2/2/2022 "Western Towing of Phoenix, Inc. dba Western Towing" infrastructure
2/2/2022 "Acceptance and Dedication of Deeds and Easements for Public Utility, Roadway and Sidewalk Purposes (Ordinance S-48306)" infrastructure
2/2/2022 "Light Rail Small Business Financial Assistance Program (Ordinance S-48305)" economy
2/2/2022 "Public Hearing and Ordinance Adoption - Amend City Code - Rezoning Application Z-59-21-2 - Southwest Corner of the 29th Avenue and Bronco Butte Trail Alignments (Ordinance G-6957)" infrastructure
2/2/2022 "Counterterrorism Training - RFA 19-144A (Ordinance S-48304)" welfare
2/2/2022 "Resolution to Declare June 19th of Each Year as a Designated City Holiday Known as Juneteenth Day (Resolution 21988)" government
2/2/2022 "Salt River Project Construction and Service Agreements for Deer Valley Water Treatment Plant Cortez Substation (Ordinance S-48303)" infrastructure
2/2/2022 "Custodial Services (Fire Department Locations) - Requirements Contract - IFB 17-043 (Ordinance S-48302)" law
2/2/2022 "Grant of Public Utility Easement on City-owned Property at 6539 N. 43rd Ave. (Ordinance S-48301)" infrastructure
2/2/2022 "Authorization to Amend Lease 135425 with Phoenix Newspapers, Inc. to Extend Term (Ordinance S-48300)" economy
2/2/2022 "Catalog Enrichment Services - Requirements Contract - RFP 16-141 (A) (Ordinance S-48299)" environment
2/2/2022 "Sanitary Sewer and Lift Station Emergency Repair Job Order Contract Program Engineering Services - Amendment - WS90500232 (Ordinance S-48298)" infrastructure
2/2/2022 "Amend City Code - Ordinance Adoption - Rezoning Application Z-47-21-4 - Approximately 400 Feet Northwest of the Northwest Corner of 33rd Avenue and Grand Avenue (Ordinance G-6952)" infrastructure
2/2/2022 "Amend City Code - Ordinance Adoption - Rezoning Application Z-35-17-1 - Approximately 390 Feet North of the Northeast Corner of 24th Avenue and Lone Cactus Drive (Ordinance G-6951)" infrastructure
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
"Not Available" "Weekly Community Spread Benchmark Report" welfare
"Not Available" "2022 State Legislative Report" government
"Not Available" "For Transmittal, Minutes of the Work Study Session on Jan. 11, 2022" infrastructure
2/16/2022 "Paratransit Services (Phoenix Dial-a-Ride) Contract Award" infrastructure
"Not Available" "Update on City of Phoenix Heat Response Efforts" infrastructure
2/2/2022 "Authorization to Issue a Request for Proposals for the Sale and Development of a City-Owned Property in Sunnyslope" infrastructure
"Not Available" "Solid Waste Resources, Infrastructure and Financial Plan for Fiscal Years 2021-22 through 2025-26" infrastructure
2/16/2022 "Bus and Transit Furniture Advertising Revenue Contract Award" infrastructure
"Not Available" "Public Transit Department Capital Improvement Program for Fiscal Years 2022-23 through 2026-27" infrastructure
"Not Available" "Phoenix Police Department Hiring and Recruitment Monthly Report" law
"Not Available" "Update on the City's Energy Efficiency Program" infrastructure
"Not Available" "Metro, Regional Public Transportation Authority and Maricopa Association of Governments Meetings" infrastructure
"Not Available" "Citizens Transportation Commission Meetings" infrastructure
"Not Available" "Comprehensive Road Safety Update" infrastructure
1/25/2022 "Authorization to Sell City-Owned Property Located at 4815 S. 67th Ave. to Arizona Department of Transportation for State Route 30 (Ordinance S-48296)" infrastructure
"Not Available" "Mayor and Council Appointments to Boards and Commissions" government
1/26/2022 "Brentwood Executive Holdings, LLC dba Paradigm Marketplace" infrastructure
1/26/2022 "Enter into an Agreement with Vitalyst Health Foundation for ARPA Phoenix Urban Agriculture Fellowship Program (Ordinance S-48295)" welfare
"Not Available" "(CONTINUED FROM JAN. 5, 2022) - Public Hearing and Ordinance Adoption - Amend City Code - Rezoning Application Z-69-20-6 (Autem Row PUD) - Approximately 300 Feet West of the Northwest Corner of 16th Street and Maryland Avenue (Ordinance G-6943)" infrastructure
"Not Available" "(CONTINUED FROM DEC. 15, 2021 AND JAN. 5, 2022) - Public Hearing - Certificate of Appropriateness - Appeal of Historic Preservation Commission's Decision on Certificate of Appropriateness Application HPCA 2100117 - 309 W. Monte Vista Road in the Willo Historic District" environment
1/26/2022 "T2050 Bus Stop Manufacturing and Repair Request for Proposals" infrastructure
"Not Available" "Retroactive Authorization for School Sustainability Program Grant (Ordinance S-48294)" welfare
1/26/2022 "Green Transit Technology Request for Proposals" infrastructure
1/26/2022 "Professional Services for IT Project Management and Business Analysis Support - Amendment (Ordinance S-48293)" economy
1/26/2022 "Sungard Availability Services (Ordinance S-48292)" infrastructure
1/26/2022 "Request to Apply for and Accept Federal Fiscal Year 2021 Assistance to Firefighters Grant Program Fund (Ordinance S-48291)" welfare
1/26/2022 "N Harris Computer Corp" economy
1/26/2022 "Amend City Code - Ordinance Adoption - Rezoning Application PHO-1-21--Z-23-18-8 - Northeast Corner of 16th Street and Polk Street (Ordinance G-6950)" infrastructure
1/26/2022 "Amend City Code - Ordinance Adoption - Rezoning Application PHO-1-21--Z-52-08-7 - Northwest Corner of 67th Avenue and Baseline Road (Ordinance G-6949)" infrastructure
1/26/2022 "Amend City Code - Ordinance Adoption - Rezoning Application PHO-1-21--Z-18-10-1 - Southeast Corner of 13th Avenue and Parkview Lane Alignments (Ordinance G-6948)" infrastructure
1/26/2022 "Amend City Code - Ordinance Adoption - Rezoning Application PHO-1-21--Z-129-07-1 - Approximately 1,825 Feet East of 19th Avenue and the Alameda Road Alignment (Ordinance G-6947)" infrastructure
1/26/2022 "Amend City Code - Ordinance Adoption - Rezoning Application PHO-1-21--Z-128-07-1 - Approximately 800 Feet East of 19th Avenue and the Alameda Road Alignment (Ordinance G-6946)" infrastructure
1/26/2022 "Resolution to Declare 2023 NFL Super Bowl Activities in Downtown Phoenix as Special Promotional Events (Resolution 21987)" welfare
1/26/2022 "Security Credentialing Assessment for Phoenix Sky Harbor International Airport (Ordinance S-48290)" infrastructure
1/26/2022 "Remove/Replace Zoning District - Ismail Annexation 510 - 3335 W. Baseline Road (Ordinance G-6945)" infrastructure
1/26/2022 "Remove/Replace Zoning District - Cave Creek and Dynamite Boulevard Annexation 508 - 4328 E. Dynamite Blvd. (Ordinance G-6944)" infrastructure
1/26/2022 "Salt River Project Construction License for 3rd Street Promenade, Garfield Street to Indian School Road - ST87100162 (Ordinance S-48289)" infrastructure
"Not Available" "Salt River Project Construction License for Water Main Replacement, Van Buren to Harrison Streets between 31st and 35th Avenues - WS85509035 (Ordinance S-48288)" infrastructure
1/26/2022 "Salt River Project Land Use License for 7th Street and Highline Canal - ST87600123 (Ordinance S-48287)" infrastructure
1/26/2022 "OshKosh Original Equipment Manufacturer Technical Training - Contract Recommendation (Ordinance S-48286)" economy
1/26/2022 "Request Authorization for Sale of Canine Murphy (Ordinance S-48285)" law
1/26/2022 "Settlement of Claim(s) Moore v. City of Phoenix" infrastructure
1/26/2022 "Settlement of Claim(s) Nissan v. City of Phoenix" infrastructure
"Not Available" "WBCP, Inc." economy
1/26/2022 "Arizona State University" welfare
1/26/2022 "Arizona Science Center" welfare
1/26/2022 "National Civic League's 2022 All-American City Award" infrastructure
1/26/2022 "Final Plat - 10215 S. 27th Avenue - 210082 - Southeast Corner of Lodge Drive and 27th Avenue" economy
1/26/2022 "(CONTINUED FROM NOV. 17 AND DEC. 15, 2021) - 40-Foot Heavy Duty Transit Bus Contract Award Recommendation (Ordinance S-48119)" infrastructure
1/26/2022 "Police Duty Gear - Requirements Contract - NPPGov VH11603 (A) (Ordinance S-48284)" law
1/26/2022 "Randox Laboratories - Requirements Contract - RFA 17-099 (B) (Ordinance S-48283)" welfare
1/26/2022 "Carrier Fire & Security Americas Corporation dba Carrier Fire & Security - MAStermind" welfare
1/26/2022 "Thermoplastic Pavement Marking Raw Material - Requirements Contract - IFB 22-069 (Ordinance S-48282)" infrastructure
1/26/2022 "Managed Medical Review Organization, Inc." welfare
1/26/2022 "SAP America, Inc." economy
1/26/2022 "WateReuse Association - Annual Payment Authority" welfare
1/26/2022 "Phoenix Public Library’s Integrated Library System - Requirements Contract (Ordinance S-48281)" welfare
1/26/2022 "Tree and Plant Materials Contract - Requirements Contract - IFB-PKS-SOD16-001(A) (Ordinance S-48280)" infrastructure
1/26/2022 "Valley Youth Theatre" welfare
1/26/2022 "Children's Museum of Phoenix" welfare
1/26/2022 "Rental Rehabilitation Program Project Award (Ordinance S-48279)" infrastructure
1/26/2022 "Authorization for Payment Authority for Trimark-Park Place, LLC (Ordinance S-48278)" welfare
1/26/2022 "Acceptance of an Easement for Drainage Purposes (Ordinance S-48277)" infrastructure
1/26/2022 "Acceptance and Dedication of Easements for Public Utility Purposes (Ordinance S-48276)" infrastructure
"Not Available" "Maricopa County Air Quality and Environmental Regulations" infrastructure
1/26/2022 "Hornady Amax Tap Ammunition - Requirements Contract - IFB 17-086A (Ordinance S-48275)" "foreign policy"
1/26/2022 "Automated Materials Handling System for Burton Barr Library - Requirements Contract - RFP 18-040 (A) (Ordinance S-48274)" welfare
1/26/2022 "Green Canines - Requirements Contract - RFQu 18-094 (A) (Ordinance S-48273)" environment
1/26/2022 "Request to Enter into an Agreement with Accurate Appraisals U.S.A., LLC for Single-Family Home Appraisal Services (Ordinance S-48272)" welfare
1/26/2022 "Technology Consulting Professional Service Agreement Requirements Contract - Amendment (Ordinance S-48271)" economy
1/26/2022 "Final Plat - Hurley Ranch Phase 2 - PLAT 200637 - North of Broadway Road and West of 83rd Avenue" infrastructure
1/26/2022 "Diamond Nets and Art Solutions" welfare
1/26/2022 "Legal Processing, Notary, and Related Services Requirements Contract - COOP 21-035 (A) (Ordinance S-48270)" economy
1/26/2022 "Authorization to Amend Contract with PUN Group, LLP for Fiscal Monitoring Services (Ordinance S-48269)" economy
1/26/2022 "Machine Shop and Related Services Contract Amendment (Ordinance S-48268)" economy
1/26/2022 "Cooling Tower Water Treatment Services Agreement (Ordinance S-48267)" infrastructure
1/26/2022 "Urban Interface Fire Fighting Gear for Fire Department - National Purchasing Partners Cooperative Contract - Amendment - 00000170A (Ordinance S-48266)" infrastructure
1/26/2022 "License Agreement with AP 355 North Central Property, LLC to Provide Valet Services (Ordinance S-48265)" infrastructure
1/26/2022 "35th Avenue: I-10 to Camelback Road (BUILD) - Engineering Services - ST89340634 (Ordinance S-48264)" infrastructure
1/26/2022 "Authorize to Enter into a Development Agreement to Acquire and Improve 10 Acres within the Talinn Subdivision (Ordinance S-48263)" infrastructure
1/26/2022 "Illuminated Street Signs Fabrication and Installation - Requirements Contract IFB 19-025B - Amendment (Ordinance S-48262)" infrastructure
1/26/2022 "Weekly Community Spread Benchmark Report" welfare
"Not Available" "FundPHX January 2022 Monthly Report" welfare
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
2/2/2022 "Rental Rehabilitation Program Project Awards" infrastructure
2/2/2022 "Head Start Birth to Five Monthly Report - December 2021" welfare
"Not Available" "Landlord Incentive Program Follow-up" infrastructure
"Not Available" "Extend Conservation Easement for 612 N. 5th Ave." infrastructure
"Not Available" "Rental Rehabilitation Update Follow-up" welfare
1/26/2022 "Donation from Phoenix Police Foundation of Motorist Assist Vehicles" welfare
"Not Available" "Emergency Rental Assistance Program Weekly Update" infrastructure
2/9/2022 "Weekly Community Spread Benchmark Report" welfare
"Not Available" "Equity and Affordability - Status of City Services Bill Delinquencies, Outreach and Assistance Programs" welfare
"Not Available" "Federal Infrastructure Program Update" infrastructure
"Not Available" "Consideration of Citizen Petition Related to Street Cleanups Around the Human Services Campus" law
